subscription_id,customer_id,plan_type,start_date,end_date,status
71278,15473,Basic,2024-05-23,2026-01-10,Active
71279,22683,Premium,2022-09-17,,Active
71280,20756,Premium,2022-11-11,2025-12-28,Active
71281,6488,Basic,2024-03-20,2025-07-27,Active
71282,12360,Standard,2022-09-20,2026-06-16,Active
71283,14251,Basic,2024-10-28,,Active
71284,42977,Basic,2023-03-18,2025-11-21,Active
71285,25516,Standard,2022-09-07,2026-08-25,Canceled
71286,40203,Standard,2024-02-29,2025-11-09,Active
71287,20529,Basic,2022-09-08,2025-10-09,Active
71288,21754,Standard,2023-07-05,2026-10-04,Active
71289,36573,Standard,2023-06-21,2025-10-04,Canceled
71290,48242,Basic,2024-04-20,,Canceled
71291,21253,Premium,2023-03-10,,Active
71292,9658,Premium,2024-04-02,2026-06-28,Canceled
71293,22715,Basic,2023-12-23,,Active
71294,3725,Standard,2023-09-13,2025-12-31,Active
71295,949,Standard,2024-02-21,,Canceled
71296,47332,Basic,2022-04-15,2026-11-08,Active
71297,2404,Standard,2023-01-29,2025-11-05,Canceled
71298,12105,Premium,2022-10-01,2025-03-16,Active
71299,10969,Basic,2025-01-21,2026-08-27,Active
71300,15343,Premium,2022-11-16,2027-01-06,Canceled
71301,5953,Basic,2022-08-12,2025-06-18,Canceled
71302,9928,Standard,2024-08-02,2026-04-16,Active
71303,12947,Basic,2023-12-18,2026-02-05,Active
71304,34812,Basic,2024-08-20,2026-03-12,Canceled
71305,14887,Standard,2023-09-20,2026-05-29,Canceled
71306,16729,Premium,2022-07-03,,Active
71307,49807,Premium,2022-07-31,,Canceled
71308,22365,Standard,2022-10-21,2026-10-10,Canceled
71309,42571,Standard,2023-04-21,,Active
71310,16337,Basic,2024-11-12,2025-10-13,Active
71311,44351,Basic,2022-05-24,2025-10-17,Active
71312,37197,Standard,2023-01-05,,Active
71313,18220,Standard,2023-07-10,2025-09-06,Active
71314,48083,Basic,2024-03-11,,Active
71315,18659,Basic,2022-06-05,2025-06-18,Active
71316,10087,Standard,2022-07-06,,Active
71317,26997,Premium,2022-12-10,2026-11-22,Active
71318,40807,Basic,2024-01-19,2025-06-28,Active
71319,30570,Basic,2023-09-25,2025-07-05,Active
71320,44788,Basic,2024-02-05,2026-04-08,Active
71321,20079,Premium,2023-11-30,2026-08-26,Active
71322,4936,Basic,2022-05-01,2025-09-12,Active
71323,4790,Standard,2022-07-29,2025-07-29,Canceled
71324,37886,Basic,2023-08-02,2025-07-06,Active
71325,27306,Basic,2022-07-28,,Active
71326,38490,Basic,2022-08-11,2025-03-26,Active
71327,21305,Basic,2023-03-23,2025-12-14,Active
71328,17325,Standard,2022-04-27,2025-11-27,Canceled
71329,13312,Standard,2023-04-25,,Active
71330,27464,Basic,2023-11-10,2026-01-24,Canceled
71331,33833,Standard,2022-03-23,,Canceled
71332,38896,Premium,2024-09-09,2026-05-17,Active
71333,14353,Basic,2022-04-13,2026-07-09,Active
71334,6949,Basic,2022-08-08,2026-03-16,Active
71335,3000,Basic,2025-02-22,2025-06-22,Active
71336,26809,Premium,2022-08-03,,Active
71337,17468,Basic,2023-05-14,,Active
71338,11177,Standard,2024-12-01,2025-05-13,Canceled
71339,453,Basic,2022-12-29,2025-05-11,Active
71340,39491,Standard,2022-07-01,2025-10-14,Active
71341,4488,Premium,2022-10-06,2025-05-21,Active
71342,25914,Basic,2022-12-19,,Active
71343,26810,Basic,2024-10-08,,Canceled
71344,42123,Basic,2022-10-14,2025-07-06,Active
71345,26330,Basic,2024-01-04,2026-10-19,Active
71346,44048,Basic,2022-08-09,,Canceled
71347,21331,Basic,2024-01-11,2025-09-27,Active
71348,9352,Basic,2022-08-14,,Active
71349,34743,Basic,2024-02-04,,Active
71350,35088,Standard,2022-03-18,2026-03-14,Canceled
71351,35715,Basic,2023-05-24,,Canceled
71352,5053,Basic,2023-05-11,,Active
71353,45908,Standard,2022-05-18,2026-10-04,Active
71354,18087,Basic,2023-07-23,2027-03-02,Canceled
71355,21304,Premium,2023-08-21,2025-08-04,Active
71356,34469,Standard,2022-12-15,2025-07-10,Active
71357,155,Basic,2024-03-20,2026-03-13,Active
71358,18683,Basic,2024-12-28,2025-10-20,Active
71359,20640,Basic,2024-01-30,2026-09-02,Active
71360,1964,Standard,2024-10-24,2025-04-19,Active
71361,531,Premium,2022-10-01,2025-12-11,Active
71362,30858,Basic,2023-08-19,,Canceled
71363,30742,Basic,2024-10-09,2025-07-30,Active
71364,24085,Standard,2024-07-08,2025-07-07,Active
71365,46737,Standard,2024-12-09,,Active
71366,37253,Standard,2023-02-10,2027-02-26,Active
71367,41869,Basic,2023-09-10,2025-08-01,Canceled
71368,33643,Basic,2023-04-30,2026-09-01,Canceled
71369,987,Basic,2022-07-05,2025-07-24,Active
71370,10638,Standard,2023-12-18,2026-03-13,Active
71371,15795,Basic,2022-05-10,,Active
71372,6931,Basic,2024-05-31,,Canceled
71373,8493,Basic,2022-07-15,,Canceled
71374,45159,Basic,2023-10-15,,Active
71375,32526,Basic,2024-11-06,2025-10-21,Active
71376,24132,Standard,2022-04-06,2025-06-04,Active
71377,7203,Basic,2024-09-15,2026-09-14,Active
71378,28235,Basic,2022-06-14,2025-10-17,Active
71379,879,Premium,2022-05-05,2025-08-10,Active
71380,47769,Premium,2022-06-02,,Active
71381,13798,Premium,2023-12-06,2026-10-26,Active
71382,12762,Standard,2022-09-23,2026-12-17,Active
71383,7033,Standard,2024-12-02,2026-04-27,Active
71384,38314,Basic,2024-01-20,2026-05-18,Active
71385,20662,Basic,2022-04-19,2026-11-16,Active
71386,6367,Basic,2023-11-05,2025-05-24,Canceled
71387,40860,Basic,2023-01-10,2026-03-25,Active
71388,25183,Basic,2024-09-24,2025-05-22,Active
71389,24423,Basic,2023-12-27,,Active
71390,45768,Premium,2024-01-31,,Canceled
71391,15870,Basic,2022-09-02,2025-03-11,Active
71392,35403,Premium,2024-04-14,,Active
71393,20739,Basic,2023-05-28,2027-01-22,Canceled
71394,13587,Standard,2023-10-28,2026-02-13,Active
71395,31198,Basic,2024-09-17,,Canceled
71396,11932,Basic,2024-10-13,,Active
71397,41253,Premium,2024-04-26,,Active
71398,3496,Basic,2022-09-04,2025-04-24,Active
71399,29635,Basic,2024-03-18,2026-08-12,Active
71400,5028,Premium,2024-05-09,2026-12-17,Canceled
71401,16169,Basic,2023-12-28,,Active
71402,820,Basic,2024-09-13,2027-01-24,Active
71403,33399,Basic,2024-11-22,,Active
71404,37614,Basic,2024-03-26,,Active
71405,41095,Standard,2024-03-29,,Canceled
71406,3812,Basic,2024-11-12,2025-10-10,Active
71407,37746,Basic,2024-02-01,2025-06-15,Canceled
71408,13228,Basic,2023-05-22,,Active
71409,4240,Basic,2022-04-15,2025-04-04,Active
71410,26855,Basic,2024-07-18,2025-12-24,Active
71411,21940,Premium,2024-11-29,,Active
71412,14516,Basic,2023-08-20,2025-10-04,Active
71413,27937,Standard,2023-05-17,2026-04-03,Active
71414,30460,Standard,2022-07-17,2025-04-18,Canceled
71415,12230,Standard,2022-08-10,2025-10-26,Active
71416,37716,Basic,2024-05-21,2026-08-04,Active
71417,36827,Standard,2023-08-21,,Active
71418,43485,Premium,2024-09-02,,Canceled
71419,47341,Standard,2023-04-25,2025-12-06,Canceled
71420,12410,Premium,2024-09-06,2025-06-21,Canceled
71421,17081,Standard,2023-02-11,,Active
71422,15651,Basic,2022-11-24,2026-05-09,Active
71423,9823,Basic,2022-06-04,2025-11-02,Active
71424,24927,Premium,2024-02-10,,Active
71425,41140,Premium,2023-07-01,2026-10-06,Active
71426,46420,Standard,2024-12-20,2025-04-02,Active
71427,29682,Basic,2024-02-12,2026-04-05,Canceled
71428,39644,Standard,2024-01-06,,Active
71429,922,Standard,2023-03-07,2025-05-22,Active
71430,36917,Standard,2023-07-22,2027-02-02,Active
71431,14325,Standard,2022-03-18,,Canceled
71432,26584,Standard,2022-10-31,2025-09-11,Active
71433,15841,Basic,2022-10-07,2026-05-12,Active
71434,29264,Basic,2024-03-27,2026-09-23,Active
71435,48710,Basic,2023-02-24,2025-07-28,Active
71436,43585,Standard,2023-06-25,2025-03-14,Active
71437,24993,Basic,2022-08-14,2026-12-10,Active
71438,38624,Basic,2022-07-06,2025-07-16,Active
71439,48262,Basic,2023-04-03,2026-02-05,Active
71440,793,Basic,2022-06-07,2026-07-05,Canceled
71441,42876,Basic,2023-11-10,2026-04-30,Active
71442,14571,Basic,2024-07-10,,Active
71443,30917,Basic,2022-07-12,,Active
71444,36065,Basic,2023-07-10,2026-01-20,Active
71445,30464,Basic,2024-03-10,2025-08-23,Canceled
71446,2135,Premium,2023-12-13,,Canceled
71447,9985,Basic,2024-03-27,2026-09-11,Active
71448,17017,Standard,2022-06-27,,Active
71449,31585,Basic,2025-02-13,2026-01-07,Canceled
71450,26708,Basic,2024-04-01,2026-09-18,Active
71451,41537,Standard,2023-10-13,,Active
71452,42327,Standard,2025-02-08,,Active
71453,38719,Standard,2023-10-16,,Canceled
71454,19232,Basic,2022-04-05,2027-01-11,Canceled
71455,46183,Basic,2023-12-06,,Canceled
71456,5952,Basic,2023-10-03,2025-03-12,Active
71457,13940,Basic,2022-11-28,2026-09-14,Active
71458,24218,Standard,2023-01-25,2026-12-16,Active
71459,13109,Standard,2024-07-23,,Active
71460,1284,Basic,2024-11-24,,Active
71461,4329,Basic,2022-10-13,2027-02-28,Active
71462,37060,Standard,2022-11-15,2026-07-09,Active
71463,40068,Basic,2023-05-29,,Active
71464,45719,Standard,2023-03-21,2025-09-15,Active
71465,35266,Basic,2023-03-04,,Canceled
71466,20149,Basic,2022-10-07,,Active
71467,43592,Premium,2022-09-13,2026-11-02,Active
71468,20906,Standard,2022-03-10,,Canceled
71469,9316,Premium,2025-03-05,,Active
71470,31078,Premium,2022-05-20,2025-03-12,Active
71471,45055,Basic,2024-07-19,2026-04-27,Active
71472,32850,Standard,2024-07-20,2027-02-14,Active
71473,30104,Standard,2024-04-27,2026-11-29,Active
71474,36408,Basic,2024-10-11,,Canceled
71475,39973,Basic,2024-12-09,2026-08-30,Active
71476,22094,Basic,2024-08-06,,Canceled
71477,33095,Premium,2023-10-05,2026-03-23,Canceled
71478,31108,Premium,2022-11-25,,Canceled
71479,45570,Standard,2023-05-11,,Active
71480,23947,Standard,2022-03-18,2027-02-26,Active
71481,33955,Standard,2024-06-30,2026-03-26,Canceled
71482,21061,Basic,2022-04-29,,Canceled
71483,48894,Standard,2022-04-28,2025-03-27,Canceled
71484,24675,Basic,2022-09-20,,Active
71485,32620,Standard,2023-05-21,2025-07-25,Active
71486,7149,Basic,2022-11-19,2026-02-05,Active
71487,617,Premium,2024-11-29,2025-04-02,Canceled
71488,4104,Standard,2023-11-28,,Active
71489,2547,Basic,2022-05-12,,Active
71490,14332,Basic,2023-01-10,,Canceled
71491,40181,Standard,2024-08-12,2027-02-19,Active
71492,23601,Basic,2025-02-25,,Active
71493,38833,Standard,2023-07-01,2026-09-10,Active
71494,49101,Basic,2022-09-26,,Active
71495,3878,Basic,2024-12-04,,Active
71496,21924,Standard,2023-01-03,2026-03-24,Active
71497,41108,Standard,2022-09-11,2026-11-29,Active
71498,31142,Premium,2023-07-25,2026-01-22,Active
71499,36425,Basic,2024-10-02,2026-10-17,Active
71500,41576,Basic,2023-06-08,,Canceled
71501,6767,Basic,2024-04-26,2025-06-10,Active
71502,6865,Basic,2024-08-26,2026-03-08,Canceled
71503,14374,Basic,2023-12-20,2025-03-12,Active
71504,39065,Standard,2023-03-23,,Canceled
71505,17828,Premium,2024-09-24,2026-09-11,Active
71506,32328,Premium,2025-01-14,2025-12-07,Canceled
71507,37288,Standard,2022-12-28,2026-11-20,Canceled
71508,32068,Basic,2024-08-31,2025-05-07,Canceled
71509,23541,Standard,2024-08-31,2025-03-30,Active
71510,36802,Basic,2022-05-13,2026-08-16,Active
71511,15753,Standard,2022-12-05,2026-08-24,Canceled
71512,10963,Basic,2024-03-30,,Canceled
71513,25343,Standard,2024-07-01,2025-11-23,Canceled
71514,22451,Basic,2023-03-19,2025-08-20,Active
71515,34813,Premium,2022-08-31,2026-03-02,Canceled
71516,42212,Basic,2024-09-04,2025-10-16,Canceled
71517,16495,Standard,2022-11-21,2025-12-30,Canceled
71518,12177,Standard,2023-12-12,2026-09-26,Canceled
71519,26585,Standard,2023-02-13,2025-09-25,Canceled
71520,41664,Basic,2024-07-10,,Canceled
71521,1495,Basic,2025-02-26,2026-06-23,Canceled
71522,18903,Standard,2023-03-06,,Canceled
71523,21989,Standard,2022-07-03,,Canceled
71524,6248,Standard,2022-10-02,2026-03-23,Canceled
71525,22321,Basic,2023-02-24,2027-02-11,Active
71526,36945,Basic,2023-02-05,,Canceled
71527,45094,Standard,2022-05-20,2026-07-25,Active
71528,26728,Standard,2024-02-23,2026-05-15,Canceled
71529,2637,Basic,2024-10-21,2027-03-05,Active
71530,25612,Standard,2023-11-26,,Active
71531,45474,Basic,2022-11-30,2025-03-29,Active
71532,8345,Basic,2025-03-07,2026-07-18,Active
71533,39741,Premium,2024-03-19,2026-09-10,Canceled
71534,38753,Basic,2023-11-24,2025-06-18,Active
71535,14415,Basic,2024-12-28,2025-09-29,Canceled
71536,2813,Standard,2024-08-23,2026-01-14,Canceled
71537,34861,Premium,2022-10-02,2026-02-13,Active
71538,19066,Premium,2022-03-24,,Canceled
71539,7610,Basic,2025-02-13,2025-09-26,Active
71540,12305,Basic,2023-11-05,2026-07-21,Canceled
71541,36562,Basic,2024-08-17,2025-06-17,Canceled
71542,27810,Premium,2022-09-27,2027-03-03,Active
71543,25060,Basic,2024-12-04,,Active
71544,18443,Premium,2022-11-30,,Canceled
71545,37133,Premium,2023-10-25,,Active
71546,8421,Basic,2023-08-09,2026-09-18,Active
71547,44028,Standard,2024-10-11,2025-10-22,Active
71548,46655,Standard,2022-06-29,2025-04-26,Canceled
71549,23659,Basic,2022-08-29,2026-03-12,Active
71550,38490,Standard,2022-03-14,2025-06-18,Active
71551,46161,Standard,2023-12-24,2025-04-04,Canceled
71552,42602,Premium,2024-03-31,,Canceled
71553,36962,Premium,2022-06-14,,Canceled
71554,48993,Basic,2025-01-09,,Active
71555,14767,Basic,2023-08-09,2025-06-05,Active
71556,18858,Basic,2024-02-29,2025-09-13,Active
71557,8580,Premium,2023-09-14,2026-04-07,Canceled
71558,17876,Premium,2025-01-27,2025-05-21,Active
71559,38217,Premium,2025-02-20,2025-08-25,Canceled
71560,40303,Basic,2024-08-10,,Canceled
71561,39561,Premium,2025-01-17,2026-03-13,Active
71562,7039,Basic,2022-09-02,2027-01-03,Canceled
71563,554,Basic,2023-10-03,2027-02-17,Active
71564,36384,Standard,2022-07-05,,Canceled
71565,7054,Standard,2022-10-01,2026-11-16,Canceled
71566,9070,Standard,2023-04-23,,Active
71567,11550,Standard,2023-11-28,,Canceled
71568,37980,Basic,2022-09-14,2026-09-22,Canceled
71569,27603,Basic,2023-10-18,2026-11-17,Active
71570,28903,Basic,2024-11-07,,Active
71571,25735,Premium,2022-11-29,,Canceled
71572,26024,Standard,2022-07-26,,Active
71573,9246,Basic,2023-04-08,2026-12-31,Active
71574,42507,Basic,2024-09-18,,Active
71575,17445,Standard,2023-01-14,2026-05-12,Active
71576,2810,Premium,2024-03-03,,Active
71577,9370,Basic,2022-07-19,2025-04-04,Canceled
71578,17138,Basic,2023-05-29,,Canceled
71579,1843,Basic,2023-05-16,2027-01-02,Canceled
71580,7076,Basic,2024-12-01,,Canceled
71581,23175,Standard,2024-11-30,2026-04-14,Active
71582,43456,Standard,2023-09-12,,Active
71583,13633,Basic,2022-07-04,,Active
71584,20273,Basic,2023-01-11,2026-10-14,Active
71585,17131,Standard,2024-01-11,,Active
71586,36735,Basic,2022-06-19,,Active
71587,38508,Basic,2022-08-01,,Active
71588,47394,Basic,2023-08-21,2026-10-03,Active
71589,7159,Standard,2022-12-15,,Active
71590,31314,Basic,2024-10-13,2025-08-31,Canceled
71591,24944,Basic,2022-12-26,2025-06-20,Active
71592,7940,Premium,2024-05-03,,Canceled
71593,12390,Basic,2024-08-12,2025-12-03,Active
71594,43208,Standard,2023-10-10,2026-04-15,Canceled
71595,29897,Standard,2024-10-29,2026-04-06,Active
71596,25657,Premium,2024-07-22,2026-02-08,Active
71597,35102,Basic,2023-03-24,2025-04-16,Active
71598,15617,Basic,2022-12-02,,Active
71599,30652,Standard,2022-04-13,2025-07-05,Active
71600,40769,Standard,2022-12-13,2025-10-27,Active
71601,6210,Standard,2022-08-02,2026-04-29,Active
71602,41908,Basic,2023-03-19,2026-08-14,Canceled
71603,18259,Premium,2022-04-09,2027-01-21,Active
71604,1496,Basic,2023-03-06,2026-04-30,Active
71605,40961,Basic,2023-07-10,2025-09-24,Canceled
71606,46040,Standard,2022-04-25,,Canceled
71607,43275,Basic,2022-08-23,2027-01-15,Active
71608,35649,Standard,2022-05-03,,Active
71609,12518,Standard,2022-12-13,,Canceled
71610,31900,Premium,2024-02-23,2026-11-21,Active
71611,18312,Basic,2022-06-22,2025-12-23,Active
71612,19536,Premium,2023-09-06,2025-04-30,Canceled
71613,14341,Basic,2022-06-02,2026-12-21,Active
71614,27180,Standard,2023-11-26,,Canceled
71615,9337,Premium,2024-07-28,2027-01-10,Active
71616,47698,Premium,2024-04-14,,Active
71617,28470,Standard,2022-03-27,,Active
71618,4928,Premium,2022-03-10,2026-08-02,Canceled
71619,43605,Basic,2023-03-24,,Active
71620,1301,Premium,2022-09-19,2027-02-02,Active
71621,30087,Basic,2023-03-31,,Active
71622,35942,Premium,2024-02-16,2025-10-23,Active
71623,14722,Basic,2024-11-01,2026-05-02,Active
71624,14386,Basic,2024-01-04,,Active
71625,672,Standard,2023-12-02,2026-09-26,Active
71626,16811,Basic,2023-03-12,2026-04-02,Canceled
71627,14044,Standard,2022-07-22,2026-10-20,Active
71628,14423,Basic,2025-01-26,2025-12-25,Active
71629,4832,Standard,2023-01-19,2026-11-28,Canceled
71630,9684,Premium,2024-11-23,,Active
71631,30429,Standard,2022-05-03,,Active
71632,30948,Standard,2024-06-01,2025-06-15,Active
71633,6183,Premium,2023-07-25,2025-07-22,Canceled
71634,49,Premium,2022-12-04,2027-01-30,Canceled
71635,22932,Standard,2023-11-07,,Canceled
71636,19465,Basic,2022-03-13,2025-03-20,Active
71637,21320,Basic,2022-07-17,2025-12-02,Canceled
71638,25509,Basic,2025-02-05,,Active
71639,41530,Basic,2023-10-06,2026-04-22,Active
71640,30872,Standard,2023-03-12,2025-09-13,Canceled
71641,44075,Basic,2024-04-27,,Active
71642,19183,Basic,2024-10-09,2025-08-12,Active
71643,25941,Basic,2024-06-26,2025-08-22,Active
71644,48652,Premium,2023-09-23,,Active
71645,33989,Basic,2024-03-12,2025-03-30,Canceled
71646,46438,Premium,2023-10-28,2025-03-11,Active
71647,46222,Basic,2024-05-23,2027-02-23,Active
71648,510,Premium,2023-09-30,,Active
71649,20756,Standard,2024-04-06,2026-04-03,Active
71650,17645,Standard,2022-06-14,,Active
71651,20573,Premium,2024-05-13,2026-09-17,Active
71652,30163,Standard,2024-03-01,2026-10-22,Canceled
71653,43102,Basic,2023-01-04,2025-07-04,Active
71654,22852,Standard,2023-03-01,2025-09-16,Active
71655,48189,Standard,2023-05-30,2025-04-04,Active
71656,16487,Basic,2023-04-02,,Canceled
71657,10247,Premium,2022-07-02,2025-10-01,Active
71658,36640,Basic,2023-09-17,2026-11-07,Canceled
71659,35900,Basic,2024-08-26,2026-06-16,Active
71660,34225,Basic,2024-01-20,2026-03-02,Active
71661,3059,Basic,2024-03-14,2026-07-04,Canceled
71662,10996,Basic,2024-11-05,,Active
71663,26190,Premium,2024-04-11,,Active
71664,44133,Basic,2024-10-07,,Active
71665,37817,Basic,2023-01-12,2026-07-28,Canceled
71666,23161,Basic,2022-10-07,2025-11-07,Canceled
71667,22140,Basic,2023-08-29,2027-02-17,Active
71668,45995,Standard,2022-06-25,2025-12-17,Canceled
71669,5127,Premium,2022-12-01,2025-08-07,Active
71670,15290,Standard,2023-01-19,,Active
71671,11202,Standard,2024-01-20,2026-05-27,Active
71672,38495,Premium,2023-01-27,,Active
71673,45971,Standard,2025-01-07,2026-06-27,Active
71674,16286,Basic,2024-01-10,2025-04-17,Canceled
71675,36453,Premium,2022-10-25,2026-08-14,Canceled
71676,31431,Standard,2023-09-20,,Active
71677,26505,Basic,2024-04-06,,Active
71678,22495,Premium,2022-06-04,2025-06-03,Active
71679,38620,Premium,2023-08-26,,Active
71680,4313,Basic,2023-02-10,2025-05-31,Active
71681,47892,Standard,2024-12-03,2025-12-17,Canceled
71682,1975,Standard,2024-12-31,2027-01-11,Active
71683,27758,Basic,2024-03-01,2025-06-08,Canceled
71684,19133,Basic,2023-12-21,2026-11-27,Active
71685,17954,Premium,2022-07-18,,Active
71686,13409,Premium,2024-12-01,2025-12-02,Active
71687,23135,Premium,2023-09-03,2026-02-02,Active
71688,45576,Standard,2023-05-15,2025-05-15,Active
71689,34140,Standard,2022-04-28,2026-02-08,Canceled
71690,39057,Basic,2024-06-01,2026-12-20,Active
71691,38106,Standard,2024-10-26,2025-12-11,Active
71692,44249,Premium,2023-01-21,2025-08-19,Active
71693,20693,Basic,2022-10-23,,Active
71694,47574,Basic,2023-03-19,2026-07-18,Canceled
71695,27362,Premium,2024-11-28,,Canceled
71696,49877,Basic,2022-11-01,2025-07-27,Canceled
71697,34330,Basic,2024-09-17,2026-01-29,Active
71698,37212,Basic,2022-11-03,2026-06-23,Active
71699,5322,Basic,2023-10-09,2026-02-03,Active
71700,20329,Premium,2023-04-01,2026-05-17,Canceled
71701,9038,Premium,2022-03-21,2026-08-10,Canceled
71702,5591,Basic,2024-03-25,,Active
71703,48294,Premium,2022-12-19,2025-08-28,Active
71704,7711,Basic,2022-05-26,,Active
71705,17861,Basic,2023-05-31,,Active
71706,10693,Premium,2024-06-11,2025-03-17,Active
71707,37294,Basic,2022-06-16,2025-06-21,Active
71708,47732,Basic,2023-09-15,,Canceled
71709,17604,Standard,2023-05-31,,Active
71710,4880,Standard,2025-03-07,2025-04-13,Active
71711,22407,Basic,2022-10-03,2026-03-11,Active
71712,31977,Basic,2024-09-14,2025-09-21,Active
71713,15471,Basic,2022-09-27,2026-01-06,Canceled
71714,6928,Basic,2024-08-06,,Active
71715,15047,Basic,2022-09-14,2026-10-14,Active
71716,2536,Standard,2022-03-13,,Active
71717,12698,Standard,2023-09-16,2026-07-18,Canceled
71718,4787,Standard,2023-02-22,,Active
71719,47025,Premium,2023-06-14,2026-07-24,Active
71720,26022,Basic,2024-09-17,,Active
71721,8662,Standard,2023-11-14,2026-04-03,Canceled
71722,45795,Standard,2024-10-05,2026-02-19,Active
71723,13979,Basic,2022-07-30,2026-05-21,Active
71724,10883,Premium,2022-08-24,2025-11-15,Active
71725,38028,Premium,2024-08-13,,Canceled
71726,8802,Standard,2024-08-28,,Active
71727,48526,Basic,2023-02-11,2026-07-24,Canceled
71728,9280,Basic,2023-07-30,,Active
71729,19465,Basic,2024-08-28,2027-02-23,Canceled
71730,41360,Basic,2023-05-31,,Active
71731,6184,Standard,2025-03-09,,Active
71732,4074,Basic,2024-07-22,2026-09-13,Active
71733,30082,Premium,2022-09-22,2025-03-31,Active
71734,30258,Basic,2023-04-20,2025-11-19,Canceled
71735,26833,Basic,2022-11-06,2025-12-06,Active
71736,24564,Premium,2024-10-13,2025-10-06,Active
71737,47599,Basic,2024-08-11,2025-12-09,Active
71738,7316,Standard,2022-06-30,2026-07-08,Active
71739,10830,Basic,2022-07-16,,Active
71740,36726,Premium,2023-11-10,2026-06-21,Active
71741,30888,Basic,2024-06-12,2027-02-15,Canceled
71742,32473,Basic,2023-08-17,,Active
71743,44552,Basic,2024-09-28,2026-01-13,Active
71744,49087,Standard,2023-02-19,2025-03-31,Active
71745,12788,Premium,2022-12-03,2026-11-14,Canceled
71746,11073,Premium,2024-02-03,2025-11-02,Canceled
71747,21937,Basic,2023-03-12,,Active
71748,14810,Standard,2023-11-28,,Canceled
71749,32679,Basic,2022-11-20,2025-08-24,Canceled
71750,19537,Premium,2025-03-09,2026-03-28,Canceled
71751,27282,Premium,2024-01-09,2026-11-16,Active
71752,31817,Premium,2023-06-10,,Canceled
71753,41709,Basic,2023-07-06,2026-12-03,Canceled
71754,34937,Premium,2024-06-21,2026-09-11,Active
71755,45924,Basic,2022-06-05,2025-09-19,Active
71756,14920,Standard,2022-10-26,,Active
71757,9955,Basic,2022-12-01,2026-12-29,Active
71758,49755,Standard,2023-06-14,,Active
71759,33937,Basic,2023-03-16,2026-10-08,Active
71760,11625,Standard,2022-06-25,2025-05-01,Canceled
71761,15067,Premium,2025-02-10,2025-06-20,Active
71762,16089,Premium,2024-09-27,2026-11-19,Active
71763,31902,Basic,2024-07-04,2026-05-17,Active
71764,30444,Standard,2023-07-05,2027-02-10,Active
71765,48349,Standard,2023-03-25,2025-03-29,Active
71766,16113,Basic,2022-07-28,2026-07-05,Canceled
71767,31174,Premium,2024-05-28,2027-02-10,Canceled
71768,26199,Basic,2022-03-29,2026-02-05,Active
71769,8621,Standard,2022-05-10,,Canceled
71770,4525,Standard,2023-04-28,2026-02-16,Canceled
71771,25887,Basic,2023-10-05,2027-01-05,Canceled
71772,17644,Basic,2025-02-08,2026-10-15,Active
71773,20307,Standard,2024-03-14,,Canceled
71774,12784,Standard,2024-12-15,2026-07-02,Active
71775,5816,Standard,2024-08-03,2025-08-26,Active
71776,3488,Basic,2022-09-17,2026-08-08,Active
71777,19675,Premium,2024-03-23,2025-08-13,Canceled
71778,33402,Basic,2023-11-08,2025-12-19,Canceled
71779,29743,Premium,2024-09-06,2025-05-05,Canceled
71780,3869,Basic,2022-05-02,,Active
71781,12326,Standard,2023-05-30,,Canceled
71782,14270,Basic,2024-08-09,,Active
71783,4659,Basic,2024-09-22,2025-05-10,Canceled
71784,36242,Basic,2024-05-23,,Active
71785,36035,Basic,2023-09-24,2026-05-29,Active
71786,13072,Standard,2022-12-24,2025-04-29,Active
71787,1027,Premium,2023-02-08,,Canceled
71788,38614,Basic,2022-11-06,,Active
71789,22871,Standard,2025-02-24,2026-04-07,Active
71790,10867,Standard,2023-07-20,,Canceled
71791,6783,Basic,2024-07-24,2026-01-21,Canceled
71792,48076,Basic,2024-12-02,2026-03-27,Canceled
71793,49927,Standard,2024-08-30,2026-03-30,Canceled
71794,49362,Standard,2022-04-02,,Canceled
71795,8710,Basic,2023-10-26,2027-01-14,Active
71796,22007,Standard,2023-12-23,,Canceled
71797,1874,Basic,2023-12-07,2026-08-20,Canceled
71798,49444,Basic,2023-05-05,2026-07-17,Active
71799,38822,Basic,2024-05-03,,Active
71800,44037,Standard,2022-10-30,,Active
71801,42861,Basic,2023-03-09,2027-02-23,Active
71802,26606,Premium,2023-08-26,2025-06-13,Active
71803,16663,Standard,2022-04-08,2026-07-25,Active
71804,41802,Basic,2023-02-27,,Active
71805,33130,Standard,2022-07-24,2025-07-14,Active
71806,36493,Basic,2022-05-12,2026-04-26,Active
71807,45115,Standard,2022-03-20,2025-10-08,Active
71808,19081,Premium,2022-11-25,2026-10-04,Active
71809,13311,Premium,2024-08-02,2025-05-04,Active
71810,26791,Standard,2023-10-04,,Active
71811,29964,Basic,2024-03-16,2026-12-18,Active
71812,44112,Basic,2023-03-08,2027-01-04,Canceled
71813,25127,Premium,2024-05-12,2025-09-30,Active
71814,16382,Premium,2022-07-09,2025-08-25,Active
71815,5752,Basic,2024-10-04,2026-12-01,Active
71816,21545,Standard,2023-12-06,2025-05-18,Active
71817,45695,Standard,2023-01-05,2025-08-14,Active
71818,38093,Basic,2024-02-14,2025-08-28,Canceled
71819,12282,Basic,2023-12-23,,Active
71820,9761,Premium,2022-09-26,,Active
71821,43284,Standard,2023-01-24,2026-02-06,Canceled
